Unnamed: 0,area_type,location,total_sqft,bath,balcony,price,bhk
12598,Super built-up  Area,Sarjapur  Road,1347.0,2.0,1.0,44.0,3
12599,Super built-up  Area,"JP Nagar 8th Phase, ",5000.0,5.0,2.0,250.0,4
12600,Built-up  Area,Bannerghatta Road,3000.0,4.0,2.0,140.0,4
12601,Super built-up  Area,Bannerghatta,1120.0,2.0,1.0,42.5,2
12602,Super built-up  Area,Lake City,600.0,1.0,1.0,22.8,1
12603,Super built-up  Area,Whitefield,2321.0,4.0,1.0,157.0,3
12604,Super built-up  Area,Bhagyalakshmi Avenue,540.0,1.0,2.0,24.0,1
12605,Built-up  Area,Hebbal,1150.0,2.0,1.0,57.0,2
12606,Built-up  Area,Sonnenahalli,1484.0,3.0,1.0,75.0,3
12607,Super built-up  Area,Ramagondanahalli,1680.0,2.0,2.0,68.0,3
12608,Super built-up  Area,Byagadadhenahalli,620.0,2.0,1.0,23.0,2
12609,Super built-up  Area,Dodda Banaswadi,1650.0,3.0,2.0,78.0,3
12610,Super built-up  Area,Chuchangatta Colony,1250.0,3.0,2.0,44.0,3
12611,Super built-up  Area,Hanuman Nagar,2072.0,3.0,2.0,108.0,3
12612,Super built-up  Area,Sarjapur  Road,1105.0,2.0,2.0,40.0,2
12613,Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,60.5,2
12614,Built-up  Area,Kumaraswami Layout,3100.0,7.0,3.0,145.0,7
12615,Plot  Area,Whitefield,4007.0,4.0,3.0,530.0,4
12616,Super built-up  Area,Electronic City,550.0,2.0,1.0,16.0,2
12617,Super built-up  Area,Banashankari,1340.0,2.0,2.0,53.6,3
12618,Super built-up  Area,Rajaji Nagar,2409.0,3.0,3.0,395.0,3
12619,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
12620,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2
12621,Built-up  Area,Old Airport Road,1055.0,2.0,3.0,75.0,2
12622,Super built-up  Area,Hosa Road,1541.0,3.0,1.0,69.61,3
12623,Built-up  Area,Harlur,1370.0,2.0,2.0,88.0,2
12624,Super built-up  Area,Whitefield,1224.0,2.0,2.0,75.0,2
12625,Plot  Area,Kengeri Satellite Town,650.0,2.0,1.0,58.0,4
12626,Built-up  Area,Kambipura,883.0,2.0,1.0,39.0,2
12627,Super built-up  Area,Yeshwanthpur,1676.0,3.0,2.0,92.13,3
12628,Built-up  Area,Shree Ananth Nagar Layout,1154.0,2.0,1.0,57.0,2
12629,Super built-up  Area,Kanakpura Road,1610.0,3.0,3.0,78.5,3
12630,Super built-up  Area,Devasthanagalu,1057.0,2.0,1.0,42.0,2
12631,Super built-up  Area,Raja Rajeshwari Nagar,1157.0,2.0,1.0,65.0,2
12632,Plot  Area,Doddagubbi,1200.0,4.0,1.0,85.0,4
12633,Plot  Area,Dasappa Layout,1500.0,7.0,3.0,130.0,7
12634,Super built-up  Area,Gulimangala,980.0,2.0,3.0,35.0,2
12635,Super built-up  Area,Sarjapur  Road,1140.0,2.0,1.0,40.0,2
12636,Super built-up  Area,Raja Rajeshwari Nagar,1206.0,2.0,1.0,40.7,2
12637,Built-up  Area,Electronic City Phase II,575.0,1.0,1.0,16.75,1
12638,Super built-up  Area,Koramangala,1600.0,3.0,1.0,170.0,3
12639,Plot  Area,1st Stage Indira Nagar,2400.0,4.0,1.0,500.0,4
12640,Super built-up  Area,Horamavu Agara,1300.0,2.0,2.0,52.0,3
12641,Super built-up  Area,Tunganagara,1270.0,2.0,1.0,35.56,3
12642,Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.5,2
12643,Super built-up  Area,Electronics City Phase 1,640.0,1.0,1.0,45.0,1
12644,Super built-up  Area,4th T block Jayanagar,2400.0,3.0,2.0,185.0,3
12645,Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,3
12646,Super built-up  Area,Kanakapura,1090.0,2.0,2.0,38.15,2
12647,Super built-up  Area,Electronic City,589.0,1.0,1.0,29.0,1
12648,Super built-up  Area,Electronic City,1125.0,2.0,1.0,28.13,2
12649,Super built-up  Area,Kogilu,1140.0,2.0,2.0,50.66,2
12650,Plot  Area,Sarjapur  Road,3150.0,4.0,2.0,500.0,4
12651,Super built-up  Area,Kundalahalli,1315.0,2.0,3.0,74.0,2
12652,Plot  Area,Billamaranahalli,1559.6266939129123,2.0,2.0,150.0,2
12653,Super built-up  Area,Bellandur,1435.0,2.0,2.0,115.0,3
12654,Super built-up  Area,Haralur Road,1092.0,2.0,2.0,44.0,2
12655,Super built-up  Area,Kadugodi,1314.0,2.0,3.0,80.0,2
12656,Super built-up  Area,Koramangala,1260.0,2.0,1.0,100.0,2
12657,Plot  Area,Srirampura,1875.0,5.0,1.0,192.0,7
12658,Super built-up  Area,Nagarbhavi,1080.0,2.0,1.0,49.0,2
12659,Built-up  Area,Nagasandra,4000.0,8.0,3.0,160.0,8
12660,Super built-up  Area,Mysore Road,1082.0,2.0,1.0,45.0,3
12661,Super built-up  Area,Jakkur,1150.0,3.0,2.0,65.0,3
12662,Super built-up  Area,Hennur Road,1052.0,2.0,1.0,34.72,2
12663,Super built-up  Area,Yelahanka,1045.0,2.0,1.0,45.0,2
12664,Built-up  Area,Kodigehaali,1442.0,3.0,2.0,80.0,3
12665,Super built-up  Area,Kaggadasapura,1500.0,2.0,2.0,75.0,3
12666,Super built-up  Area,Marsur,497.0,1.0,1.0,20.0,2
12667,Super built-up  Area,Hennur,1255.0,2.0,1.0,53.57,2
12668,Super built-up  Area,Vajarahalli,1432.0,3.0,2.0,79.0,3
12669,Built-up  Area,Kundalahalli,2100.0,3.0,2.0,150.0,3
12670,Built-up  Area,Hennur Road,1450.0,2.0,2.0,80.0,2
12671,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,69.61,2
12672,Super built-up  Area,Kumaraswami Layout,1200.0,2.0,2.0,29.0,2
12673,Super built-up  Area,Electronic City Phase II,925.0,2.0,1.0,49.82,3
12674,Super built-up  Area,Dasarahalli,1160.0,2.0,2.0,49.0,2
12675,Super built-up  Area,Lingadheeranahalli,1768.0,3.0,3.0,81.31,3
12676,Super built-up  Area,Kothanur,1094.0,2.0,2.0,54.0,2
12677,Super built-up  Area,Seetharampalya,1500.0,3.0,3.0,90.0,3
12678,Built-up  Area,Gubbalala,1745.0,3.0,2.0,130.0,3
12679,Built-up  Area,Bommanahalli,2875.0,7.0,2.0,85.0,7
12680,Super built-up  Area,Byadarahalli,3500.0,3.0,3.0,425.0,4
12681,Super built-up  Area,Sonnenahalli,1550.0,3.0,1.0,50.0,3
12682,Super built-up  Area,Rajiv Nagar,2340.0,5.0,1.0,160.0,4
12683,Super built-up  Area,Whitefield,1655.0,3.0,2.0,113.0,3
12684,Super built-up  Area,Battarahalli,2024.0,3.0,2.0,103.0,3
12685,Built-up  Area,Siddapura,3100.0,5.0,0.0,425.0,4
12686,Super built-up  Area,Jalahalli,1575.0,4.0,3.0,100.0,3
12687,Super built-up  Area,Iblur Village,1920.0,3.0,2.0,130.0,3
12688,Built-up  Area,Sarjapur  Road,6200.0,4.0,2.0,744.0,4
12689,Super built-up  Area,Kambipura,1082.0,2.0,1.0,55.0,3
12690,Super built-up  Area,BTM 2nd Stage,1265.0,2.0,3.0,55.0,3
12691,Super built-up  Area,Kengeri Satellite Town KHB Apartment,1100.0,2.0,2.0,45.0,3
12692,Plot  Area,Margondanahalli,1160.0,2.0,1.0,65.0,2
12693,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
12694,Super built-up  Area,Hosa Road,615.0,1.0,1.0,43.08,1
12695,Super built-up  Area,7th Phase JP Nagar,1128.0,2.0,1.0,60.0,2
12696,Super built-up  Area,Tirumanahalli,1260.0,2.0,1.0,55.0,2
12697,Super built-up  Area,Bellandur,1830.0,3.0,3.0,89.89,3
12698,Super built-up  Area,Sarjapur,1525.0,2.0,2.0,68.0,3
12699,Super built-up  Area,Yelahanka,602.0,2.0,1.0,30.0,1
12700,Built-up  Area,Kumaraswami Layout,3000.0,4.0,2.0,400.0,7
12701,Super built-up  Area,Hegde Nagar,1835.0,3.0,3.0,89.0,3
12702,Built-up  Area,Kanakpura Road,1250.0,3.0,3.0,62.6,3
12703,Plot  Area,Subhash Nagar,1200.0,4.0,1.0,110.0,4
12704,Super built-up  Area,Murugeshpalya,1855.0,3.0,3.0,96.0,3
12705,Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,60.91,3
12706,Super built-up  Area,Sarjapur  Road,2089.0,3.0,2.0,148.0,3
12707,Super built-up  Area,Haralur Road,1464.0,3.0,2.0,56.0,3
12708,Plot  Area,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4
12709,Built-up  Area,Begur Road,1200.0,2.0,2.0,44.73,2
12710,Super built-up  Area,Sarjapur,1095.0,2.0,1.0,45.0,2
12711,Plot  Area,Ambedkar Nagar,2900.0,3.0,2.0,297.0,3
12712,Super built-up  Area,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3
12713,Built-up  Area,Kothanur,1170.0,3.0,2.0,80.0,3
12714,Super built-up  Area,6th Phase JP Nagar,1280.0,2.0,1.0,88.0,2
12715,Super built-up  Area,Rajaji Nagar,1224.0,2.0,0.0,105.0,2
12716,Built-up  Area,Thanisandra,1694.0,3.0,1.0,125.0,3
12717,Super built-up  Area,Electronic City,825.0,2.0,1.0,30.0,2
12718,Super built-up  Area,Sarjapur  Road,1612.0,3.0,1.0,98.38,3
12719,Super built-up  Area,Chandapura,985.0,2.0,1.0,25.12,2
12720,Super built-up  Area,Murugeshpalya,1175.0,2.0,2.0,75.0,2
12721,Plot  Area,Sunkadakatte,600.0,1.0,0.0,24.0,1
12722,Built-up  Area,Whitefield,1740.0,3.0,3.0,85.0,3
12723,Super built-up  Area,Carmelaram,1770.0,3.0,2.0,99.0,3
12724,Plot  Area,HAL 2nd Stage,1000.0,7.0,3.0,260.0,8
12725,Super built-up  Area,Horamavu Agara,1090.0,2.0,1.0,46.0,2
12726,Plot  Area,Vasanth nagar,2295.0,3.0,0.0,650.0,6
12727,Built-up  Area,Whitefield,4144.0,5.0,1.0,331.0,5
12728,Super built-up  Area,Jogupalya,1800.0,3.0,1.0,130.0,3
12729,Super built-up  Area,Jigani,1221.0,3.0,3.0,65.0,3
12730,Super built-up  Area,8th Phase JP Nagar,1046.0,2.0,1.0,48.0,2
12731,Super built-up  Area,Uttarahalli,1290.0,2.0,3.0,56.12,3
12732,Built-up  Area,Electronic City Phase II,1065.0,2.0,1.0,30.76,2
12733,Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,121.0,3
12734,Super built-up  Area,Battarahalli,1097.0,2.0,1.0,49.0,2
12735,Super built-up  Area,Kalena Agrahara,1200.0,3.0,2.0,70.0,2
12736,Super built-up  Area,Varthur,2160.0,3.0,2.0,170.0,3
12737,Super built-up  Area,Anekal,1140.0,2.0,2.0,52.0,2
12738,Super built-up  Area,Thigalarapalya,1297.0,2.0,2.0,98.0,2
12739,Super built-up  Area,Padmanabhanagar,1150.0,2.0,0.0,50.0,2
12740,Super built-up  Area,Kuvempu Nagar,1375.0,2.0,1.0,45.0,2
12741,Super built-up  Area,Babusapalaya,1245.0,2.0,2.0,58.0,2
12742,Super built-up  Area,Vasanth nagar,4750.0,6.0,1.0,948.0,4
12743,Built-up  Area,Nagarbhavi,1800.0,3.0,0.0,180.0,4
12744,Super built-up  Area,Brookefield,1594.0,3.0,2.0,140.0,3
12745,Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,3
12746,Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1
12747,Super built-up  Area,Kanakpura Road,700.0,2.0,2.0,36.0,2
12748,Built-up  Area,Rajaji Nagar,2500.0,4.0,0.0,650.0,5
12749,Built-up  Area,Raja Rajeshwari Nagar,1000.0,2.0,0.0,50.0,2
12750,Plot  Area,Whitefield,4000.0,5.0,1.0,540.0,6
12751,Super built-up  Area,Begur Road,1160.0,2.0,2.0,42.0,2
12752,Plot  Area,Uday Nagar,1200.0,6.0,0.0,85.0,6
12753,Plot  Area,OMBR Layout,600.0,3.0,0.0,140.0,5
12754,Super built-up  Area,Gopalkrishna Nagar,1570.0,2.0,2.0,95.0,3
12755,Super built-up  Area,Sarjapur  Road,1290.0,2.0,2.0,88.0,2
12756,Super built-up  Area,Kudlu Gate,1200.0,2.0,1.0,44.4,2
12757,Super built-up  Area,Langford Gardens,2777.29,5.0,2.0,649.0,3
12758,Super built-up  Area,Shanti Nagar,2250.0,3.0,0.0,180.0,3
12759,Built-up  Area,Defence Colony,1270.0,2.0,2.0,172.0,2
12760,Super built-up  Area,Akshayanagara East,1145.0,2.0,2.0,44.0,2
12761,Super built-up  Area,Chikkabanavar,1320.0,2.0,2.0,46.0,3
12762,Built-up  Area,Electronic City Phase II,1065.0,2.0,1.0,30.75,2
12763,Built-up  Area,Whitefield,1650.0,3.0,2.0,48.0,3
12764,Super built-up  Area,Sarjapur  Road,1371.0,2.0,1.0,86.0,2
12765,Built-up  Area,Doddanakunte,2700.0,5.0,2.0,150.0,5
12766,Super built-up  Area,Electronic City,1575.0,3.0,1.0,94.5,3
12767,Super built-up  Area,Yelahanka,1362.0,2.0,2.0,66.0,2
12768,Built-up  Area,Bettahalsoor,3210.0,2.0,2.0,353.0,5
12769,Super built-up  Area,Haralur Road,1255.0,3.0,1.0,90.0,3
12770,Super built-up  Area,Whitefield,925.0,2.0,1.0,35.0,2
12771,Super built-up  Area,Electronics City Phase 1,1088.0,2.0,1.0,30.46,2
12772,Super built-up  Area,Yelahanka,1234.0,2.0,2.0,80.0,2
12773,Super built-up  Area,Sarjapur  Road,2140.0,3.0,2.0,139.0,3
12774,Super built-up  Area,Thubarahalli,1584.0,3.0,2.0,101.0,3
12775,Super built-up  Area,Whitefield,1175.0,2.0,2.0,50.0,2
12776,Super built-up  Area,Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3
12777,Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1
12778,Super built-up  Area,Dodda Nekkundi,1585.0,2.0,2.0,79.0,3
12779,Super built-up  Area,Kalena Agrahara,1354.0,2.0,2.0,71.0,2
12780,Super built-up  Area,Madiwala,1165.0,2.0,2.0,45.0,2
12781,Built-up  Area,Kumaraswami Layout,1200.0,3.0,1.0,75.0,3
12782,Super built-up  Area,Hebbal,1740.0,2.0,1.0,137.0,3
12783,Plot  Area,Hebbal,1200.0,9.0,2.0,185.0,9
12784,Super built-up  Area,Rachenahalli,985.0,2.0,1.0,50.17,2
12785,Plot  Area,Chandapura,1200.0,2.0,1.0,36.0,2
12786,Plot  Area,Kattigenahalli,600.0,4.0,2.0,70.0,3
12787,Super built-up  Area,Duddanahalli,1340.0,2.0,2.0,47.0,3
12788,Super built-up  Area,Begur Road,1583.0,3.0,1.0,95.23,3
12789,Plot  Area,"Beml layout, Rajarajeshwari nagar",1200.0,5.0,2.0,325.0,4
12790,Plot  Area,Basaveshwara Nagar,1200.0,1.0,1.0,180.0,2
12791,Super built-up  Area,Bannerghatta Road,1122.5,2.0,0.0,61.74,2
12792,Super built-up  Area,Thanisandra,1573.0,3.0,2.0,100.0,3
12793,Super built-up  Area,CV Raman Nagar,1227.0,2.0,2.0,42.88,2
12794,Super built-up  Area,Yemlur,1210.0,2.0,1.0,60.0,2
12795,Super built-up  Area,Basavangudi,1650.0,3.0,3.0,125.0,3
12796,Plot  Area,Chikkalasandra,1000.0,4.0,2.0,300.0,5
12797,Super built-up  Area,Raja Rajeshwari Nagar,1485.0,2.0,2.0,63.0,3
12798,Super built-up  Area,Haralur Road,1735.0,3.0,2.0,97.0,3
12799,Super built-up  Area,Hebbal Kempapura,1730.0,3.0,2.0,175.0,3
12800,Super built-up  Area,Sector 1 HSR Layout,1684.0,3.0,2.0,86.0,3
12801,Super built-up  Area,Sai Gardens,1686.0,3.0,3.0,77.0,3
12802,Super built-up  Area,Bikasipura,1654.0,3.0,3.0,82.0,3
12803,Built-up  Area,Green Glen Layout,1600.0,3.0,3.0,105.0,3
12804,Built-up  Area,KR Puram,1100.0,2.0,1.0,39.9,2
12805,Super built-up  Area,Bannerghatta Road,1655.0,3.0,3.0,95.0,3
12806,Super built-up  Area,Hennur,1830.0,3.0,3.0,121.0,3
12807,Super built-up  Area,Hebbal,1430.0,3.0,1.0,85.0,3
12808,Super built-up  Area,Judicial Layout,1989.0,4.0,3.0,155.0,3
12809,Super built-up  Area,Sarjapur  Road,1044.0,2.0,2.0,55.0,2
12810,Super built-up  Area,Banashankari,1426.0,3.0,2.0,85.0,3
12811,Super built-up  Area,Choodasandra,1115.0,2.0,2.0,50.0,2
12812,Super built-up  Area,Yelahanka,1000.0,2.0,1.0,29.0,2
12813,Plot  Area,Kathriguppe,754.0,2.0,0.0,69.99,2
12814,Built-up  Area,Electronic City Phase II,1140.0,2.0,1.0,33.06,2
12815,Super built-up  Area,Kodichikkanahalli,900.0,2.0,1.0,35.0,2
12816,Built-up  Area,Gulakamale,1200.0,2.0,3.0,50.0,2
12817,Built-up  Area,Malleshwaram,580.0,1.0,1.0,45.0,1
12818,Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,3
12819,Super built-up  Area,Munnekollal,1030.0,2.0,1.0,50.36,2
12820,Super built-up  Area,Koramangala,1910.0,4.0,3.0,150.0,3
12821,Super built-up  Area,Mahalakshmi Puram,1950.0,3.0,3.0,132.0,3
12822,Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,125.0,3
12823,Plot  Area,Konanakunte Cross,1200.0,2.0,2.0,130.0,3
12824,Plot  Area,Rajaji Nagar,1314.0,2.0,0.0,225.0,2
12825,Built-up  Area,Kothanur,1400.0,2.0,2.0,65.0,2
12826,Super built-up  Area,Kaggadasapura,1400.0,2.0,2.0,68.0,3
12827,Super built-up  Area,Hulimavu,1115.0,2.0,2.0,44.6,2
12828,Built-up  Area,Bharathi Nagar,1300.0,2.0,2.0,55.86,2
12829,Built-up  Area,Arishinakunte,2400.0,4.0,1.0,150.0,4
12830,Super built-up  Area,Kanakpura Road,1332.0,2.0,1.0,108.0,2
12831,Super built-up  Area,Abbigere,1000.0,2.0,1.0,41.0,2
12832,Plot  Area,Whitefield,1200.0,3.0,2.0,67.75,3
12833,Built-up  Area,Whitefield,2444.0,4.0,2.0,145.0,4
12834,Super built-up  Area,Electronic City,1070.0,2.0,1.0,48.0,2
12835,Super built-up  Area,Sarjapur  Road,1600.0,3.0,1.0,85.0,3
12836,Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.95,2
12837,Super built-up  Area,Electronic City,1025.0,2.0,1.0,54.0,2
12838,Super built-up  Area,Choodasandra,1220.0,3.0,2.0,56.0,3
12839,Super built-up  Area,Sarjapur  Road,2180.0,4.0,3.0,180.0,3
12840,Super built-up  Area,Jakkasandra,1600.0,3.0,2.0,102.0,3
12841,Built-up  Area,Whitefield,1270.0,2.0,1.0,110.0,2
12842,Built-up  Area,Shanthala Nagar,3290.0,4.0,2.0,460.0,3
12843,Super built-up  Area,Jakkur,1932.47,3.0,2.0,183.0,3
12844,Super built-up  Area,Jalahalli,2086.0,3.0,2.0,160.0,3
12845,Super built-up  Area,Old Madras Road,1165.0,2.0,1.0,51.42,2
12846,Super built-up  Area,Marathahalli,1310.0,3.0,1.0,63.25,3
12847,Super built-up  Area,Rajaji Nagar,1440.0,2.0,2.0,165.0,2
12848,Super built-up  Area,Electronics City Phase 1,1900.0,3.0,2.0,85.0,3
12849,Built-up  Area,Chandapura,740.0,1.0,1.0,22.0,2
12850,Super built-up  Area,Yeshwanthpur,2503.0,3.0,3.0,138.0,3
12851,Super built-up  Area,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2
12852,Super built-up  Area,Bellandur,1260.0,2.0,2.0,83.5,2
12853,Super built-up  Area,Yelahanka,1282.0,2.0,1.0,48.72,3
12854,Built-up  Area,Tumkur Road,1100.0,2.0,1.0,60.0,4
12855,Super built-up  Area,Green Glen Layout,1717.0,3.0,3.0,125.0,3
12856,Super built-up  Area,Chellikere,1088.0,2.0,2.0,46.0,2
12857,Super built-up  Area,Raja Rajeshwari Nagar,1335.0,2.0,1.0,56.0,3
12858,Super built-up  Area,Vidyaranyapura,1200.0,2.0,1.0,42.0,2
12859,Super built-up  Area,Garudachar Palya,1325.0,2.0,2.0,60.0,3
12860,Super built-up  Area,JP Nagar,1157.0,2.0,1.0,73.0,2
12861,Super built-up  Area,KR Puram,2283.0,2.0,2.0,121.0,4
12862,Super built-up  Area,Sahakara Nagar,1200.0,2.0,1.0,54.0,2
12863,Super built-up  Area,Pai Layout,1510.0,2.0,2.0,65.0,3
12864,Super built-up  Area,Bommanahalli,1050.0,2.0,2.0,54.0,2
12865,Super built-up  Area,Chikkadunnasandra,1200.0,2.0,2.0,45.0,2
12866,Super built-up  Area,Binny Pete,1516.0,3.0,1.0,147.0,3
12867,Plot  Area,Indira Nagar,2400.0,6.0,2.0,475.0,6
12868,Super built-up  Area,Channasandra,1050.0,2.0,1.0,44.41,2
12869,Plot  Area,Hegde Nagar,1000.0,2.0,0.0,66.0,2
12870,Super built-up  Area,9th Phase JP Nagar,1050.0,2.0,2.0,35.0,2
12871,Plot  Area,JP Nagar,600.0,5.0,2.0,110.0,4
12872,Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2
12873,Plot  Area,Ananth Nagar,600.0,3.0,2.0,62.0,4
12874,Super built-up  Area,Hormavu,1210.0,2.0,3.0,69.0,2
12875,Super built-up  Area,Whitefield,1660.0,3.0,1.0,110.0,3
12876,Super built-up  Area,Malleshwaram,1410.0,2.0,3.0,125.0,2
12877,Super built-up  Area,Electronics City Phase 1,1305.0,2.0,1.0,67.0,2
12878,Built-up  Area,Kavika Layout,1800.0,6.0,2.0,101.0,6
12879,Built-up  Area,Bannerghatta Road,1206.0,2.0,3.0,53.0,2
12880,Super built-up  Area,Kambipura,883.0,2.0,1.0,49.0,2
12881,Super built-up  Area,Bannerghatta Road,1150.0,2.0,2.0,55.0,2
12882,Carpet  Area,Dinnur,1100.0,2.0,2.0,65.0,2
12883,Super built-up  Area,Banashankari Stage II,1245.0,2.0,1.0,125.0,2
12884,Built-up  Area,Cooke Town,1850.0,3.0,3.0,110.0,3
12885,Built-up  Area,Hoodi,3385.0,4.0,1.0,220.0,4
12886,Super built-up  Area,Sompura,2150.0,3.0,2.0,85.0,4
12887,Super built-up  Area,Hebbal,3895.0,3.0,1.0,390.0,3
12888,Super built-up  Area,Lingarajapuram,1035.0,2.0,2.0,55.0,2
12889,Super built-up  Area,Nandini Layout,600.0,3.0,2.0,72.0,2
12890,Super built-up  Area,Zuzuvadi,1200.0,3.0,3.0,75.0,3
12891,Super built-up  Area,Hennur Road,1155.0,2.0,1.0,69.18,2
12892,Plot  Area,BCC Layout,1200.0,6.0,2.0,235.0,7
12893,Super built-up  Area,Electronics City Phase 1,755.0,1.0,0.0,30.12,1
12894,Built-up  Area,Ramamurthy Nagar,960.0,2.0,2.0,35.0,2
12895,Super built-up  Area,Harsha Layout,450.0,1.0,1.0,20.0,1
12896,Super built-up  Area,Infantry Road,4000.0,5.0,2.0,680.0,5
12897,Super built-up  Area,Raja Rajeshwari Nagar,1571.0,3.0,3.0,53.12,3
12898,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
12899,Super built-up  Area,Kanakapura,1489.0,2.0,1.0,70.0,3
12900,Built-up  Area,Kengeri Satellite Town,800.0,2.0,1.0,32.0,2
12901,Built-up  Area,Jalahalli,980.0,2.0,2.0,60.0,3
12902,Super built-up  Area,Bannerghatta Road,1215.0,2.0,1.0,65.0,2
12903,Super built-up  Area,Electronic City Phase II,911.0,2.0,1.0,26.5,2
12904,Super built-up  Area,Bellandur,1535.0,3.0,2.0,90.0,3
12905,Plot  Area,5th Block Hbr Layout,1200.0,5.0,2.0,205.0,5
12906,Super built-up  Area,R.T. Nagar,1500.0,2.0,1.0,70.0,3
12907,Built-up  Area,Brookefield,1588.0,2.0,3.0,58.0,2
12908,Plot  Area,Horamavu Banaswadi,675.0,4.0,2.0,68.0,4
12909,Built-up  Area,Kannamangala,957.0,2.0,2.0,56.0,2
12910,Built-up  Area,Electronic City Phase II,1200.0,2.0,1.0,34.65,2
12911,Super built-up  Area,Kanakapura main  Road,1495.0,2.0,2.0,52.33,3
12912,Built-up  Area,Bisuvanahalli,845.0,2.0,0.0,34.0,2
12913,Built-up  Area,Padmanabhanagar,3000.0,4.0,2.0,350.0,4
12914,Super built-up  Area,Sarjapur  Road,2206.0,4.0,1.0,180.0,3
12915,Super built-up  Area,Kasavanhalli,1181.0,2.0,1.0,61.0,2
12916,Super built-up  Area,Sarjapur  Road,1309.0,2.0,3.0,69.5,2
12917,Built-up  Area,Horamavu Agara,1400.0,3.0,3.0,63.0,3
12918,Plot  Area,B Channasandra,1650.0,5.0,1.0,450.0,5
12919,Super built-up  Area,Kanakpura Road,1622.0,3.0,2.0,95.0,3
12920,Super built-up  Area,CV Raman Nagar,1225.0,2.0,2.0,48.0,2
12921,Super built-up  Area,Jakkur Plantation,1719.0,3.0,3.0,95.0,3
12922,Super built-up  Area,Abbigere,995.0,2.0,1.0,40.8,2
12923,Super built-up  Area,Mahadevpura,1120.0,2.0,2.0,53.0,2
12924,Super built-up  Area,Bellandur,1047.0,2.0,1.0,75.0,2
12925,Super built-up  Area,Devanahalli,1466.0,3.0,3.0,59.96,3
12926,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3
12927,Super built-up  Area,Chandapura,876.0,2.0,2.0,28.47,2
12928,Super built-up  Area,CV Raman Nagar,1659.0,3.0,1.0,135.0,3
12929,Super built-up  Area,Whitefield,1270.0,2.0,1.0,105.0,2
12930,Super built-up  Area,8th Phase JP Nagar,1269.0,2.0,3.0,50.75,3
12931,Super built-up  Area,Kammanahalli,1200.0,3.0,2.0,80.0,2
12932,Super built-up  Area,Budigere,1153.0,2.0,2.0,56.5,2
12933,Super built-up  Area,Whitefield,1315.0,2.0,2.0,69.5,2
12934,Plot  Area,Hebbal Kempapura,2485.0,4.0,2.0,198.0,4
12935,Super built-up  Area,Tumkur Road,1354.0,3.0,1.0,85.86,3
12936,Plot  Area,Whitefield,1344.0,3.0,1.0,130.0,4
12937,Super built-up  Area,Yelahanka,1180.0,2.0,1.0,55.0,2
12938,Super built-up  Area,Jalahalli,1313.0,2.0,2.0,68.0,2
12939,Super built-up  Area,Nehru Nagar,1100.0,2.0,2.0,50.0,2
12940,Plot  Area,Nagarbhavi,600.0,4.0,1.0,78.0,4
12941,Built-up  Area,Basaveshwara Nagar,1200.0,3.0,0.0,190.0,3
12942,Plot  Area,Srinagar,625.0,3.0,3.0,78.0,6
12943,Super built-up  Area,Vishwapriya Layout,890.0,2.0,3.0,37.0,2
12944,Super built-up  Area,Whitefield,1173.0,2.0,1.0,78.2,2
12945,Super built-up  Area,Reliaable Tranquil Layout,1190.0,2.0,1.0,55.0,2
12946,Built-up  Area,Green Glen Layout,1250.0,2.0,0.0,75.0,2
12947,Super built-up  Area,Hoodi,1644.0,3.0,3.0,80.51,3
12948,Plot  Area,Yelahanka New Town,1740.0,3.0,2.0,150.0,3
12949,Super built-up  Area,Jakkur,1710.0,3.0,2.0,110.0,3
12950,Plot  Area,5th Phase JP Nagar,1000.0,4.0,2.0,130.0,4
12951,Super built-up  Area,Hebbal,1662.0,3.0,2.0,155.0,3
12952,Super built-up  Area,Virupakshapura,1162.0,2.0,1.0,48.0,2
12953,Super built-up  Area,Whitefield,1362.0,2.0,3.0,85.0,2
12954,Super built-up  Area,Bhagyalakshmi Avenue,540.0,1.0,1.0,22.5,1
12955,Super built-up  Area,Thanisandra,1533.0,3.0,0.0,75.885,3
